id,legacy_name,new_component_name,rationale
c77127a6-10f8-42ea-8a40-5298d100c712,Ironing Board Cover,Cover Fabric Coating (Thermal Resistance),Identifies B2B coating for cover fabrics providing thermal resistance.
2d950422-9882-44a1-a475-7a2c1605ba82,Irrigation Pipes/Drip Emitters,Pipe Compound (Durability/Barrier),Converts to B2B compound for irrigation pipes enhancing durability and barrier.
78e18b23-4485-49a1-8861-f3ad0780b961,Kayak / Canoe,Hull Composite (Impact Resistance),Focuses on B2B composite for hulls providing impact resistance.
3701ebc3-b486-4435-98d2-51fc46fc07b9,Keyboard Components,Key Switch Composite (Durability/Conductive),Specifies B2B composite for key switches with durability and conductive properties.
1be53122-1e12-45c0-a81a-6b854f345470,Keychains,Keychain Composite (Strength/Durability),Identifies B2B composite for keychains providing strength and durability.
6a39c1ec-3be8-4499-af26-e25df056d173,Laptop Casing,Laptop Enclosure Composite (Lightweight/Thermal),Shifts to B2B composite for laptop enclosures with lightweight and thermal properties.
a884364a-56fc-4c63-b7fc-e2500e88029d,Laptop/Tablet Stand,Stand Composite (Strength/Stability),Focuses on B2B composite for stands providing strength and stability.
ffec8cd6-6ecd-4f12-95a0-72d880301e7d,Levels (Tool),Tool Body Composite (Durability),Specifies B2B composite for tool bodies enhancing durability.
9c01b90b-7764-424c-a3c5-aad1ceb63de5,Light Bulbs (LED Heat Sinks),LED Heatsink (Thermal Conduction),Identifies B2B heatsink for LEDs providing thermal conduction.
8d04ebf6-87fd-4c99-9b14-b957380c2b50,Lightweight Composite Decking,Decking Composite (Lightweight/Durability),Converts to B2B composite for decking with lightweight and durability.
bb0cdd73-52cd-4890-a137-40c65443e211,Lightweight Composite Siding,Siding Composite (Lightweight/Weather Resistance),Focuses on B2B composite for siding providing lightweight and weather resistance.
6311315c-a5b3-4bec-8015-a20d037eb5fe,Lightweight PET Water/Soda Bottle,PET Bottle Compound (Lightweight/Barrier),Specifies B2B compound for PET bottles enhancing lightweight and barrier properties.
88d37c17-317e-4e4d-bb4b-4867efbffe72,Lightweight Pre-Cast Concrete Panels,Concrete Panel Admixture (Lightweight/Strength),Identifies B2B admixture for concrete panels providing lightweight and strength.
433ebbe7-a465-46fb-921d-a4354715bcff,Lightweight Prosthetic Limb,Prosthetic Composite (Lightweight/Strength),Shifts to B2B composite for prosthetics with lightweight and strength properties.
c6decfab-549c-42ed-b917-eeecdb0e8691,Lightweight Skis / Snowboard,Ski Core Composite (Lightweight/Flexural),Focuses on B2B composite for ski cores providing lightweight and flexural properties.
ab209036-9ecb-4729-afd1-cab2ef9e4e79,Liquid Filtration Membranes (Industrial),Filtration Membrane (Efficiency/Fouling Resistance),Specifies B2B membrane for liquid filtration enhancing efficiency and fouling resistance.
95fc9bea-5b22-4b15-9995-1a9314780eba,Lithium-Ion Battery Electrodes,Anode/Cathode Conductive Additive,Clarifies B2B additive for battery electrodes providing conductivity.
73f96099-b844-4269-85e5-95491ffc073c,Livestock Containment Fencing (Composite Posts),Fence Post Composite (Durability/Weather Resistance),Identifies B2B composite for fence posts with durability and weather resistance.
a9068715-55a3-4fc3-bbac-3386b1279122,Lubricants (Solid/Dry),Solid Lubricant Additive (Friction Reduction),Converts to B2B additive for solid lubricants reducing friction.
7c16cf28-cff7-4c13-902b-2717fe139924,Luggage Tags,Tag Composite (Durability),Focuses on B2B composite for tags providing durability.
5cc7f2fc-eb8d-49dc-a55e-e264fb4807f5,Luggage Wheels,Wheel Compound (Wear Resistance),Specifies B2B compound for wheels enhancing wear resistance.
64cb2484-3bfb-4746-8993-b9f574b6cdf1,Magnetic Shielding Materials,Shielding Composite (Magnetic Permeability),Identifies B2B composite for magnetic shielding with permeability function.
662a7a8b-f0a3-42f6-91ec-ec59d9f19606,Manhole Covers/Frames (Composite),Cover Composite (Strength/Lightweight),Shifts to B2B composite for manhole covers providing strength and lightweight.
9fd3dad7-06dc-4092-a9ce-c671ea47edb7,Marine Gelcoat (Boat Hull),Hull Gelcoat Additive (UV/Barrier),Focuses on B2B additive for gelcoats enhancing UV and barrier properties.
570ea8a3-855f-4915-9370-2b5335c464e6,Marine Pier/Piling Wraps,Wrap Composite (Corrosion Protection),Specifies B2B composite for wraps providing corrosion protection.
fd904b57-6a4e-4e0a-9682-175ed33fc27a,Marine Propellers (Composite),Propeller Blade Composite (Strength/Efficiency),Identifies B2B composite for propeller blades enhancing strength and efficiency.
5c01ba4d-2751-4736-a40f-dc0f12b5e747,Mattresses (Foam),Foam Additive (Thermal Regulation),Converts to B2B additive for mattress foams providing thermal regulation.
811c67a4-5e58-4f75-abb3-f3cf5ecb15fc,Medical Diagnostic Lab-on-a-Chip,Chip Substrate (Conductive/Biosensing),Focuses on B2B substrate for diagnostic chips with conductive and biosensing properties.
6236806b-013a-4861-9fb2-bcda3bd9a918,Medical Implant (Bone Scaffold),Scaffold Composite (Biocompatible/Strength),Specifies B2B composite for bone scaffolds with biocompatible and strength properties.
52684097-8ebe-4e8f-ad23-b225ea67a104,Memristor Devices,Memristor Material (Conductive/Switching),Identifies B2B material for memristors providing conductive and switching functions.
963a5005-0924-48cb-b12d-a6fa4f922181,Military Vehicle Armor,Armor Panel Composite (Ballistic Protection),Shifts to B2B composite for armor panels providing ballistic protection.
1d2bbd0b-d0fd-4ea5-86cf-d5143814224c,Mirrors (Anti-fog Coating),Mirror Coating (Anti-Fog/Hydrophilic),Focuses on B2B coating for mirrors with anti-fog and hydrophilic properties.
55a4dcae-7f72-4725-a7b2-34cb13ffa180,Mouse Pad,Pad Surface Coating (Friction Control),Specifies B2B coating for mouse pads controlling friction.
568062e9-6fa2-49bf-978e-712ffa3842f6,Neural Interfaces/Implants,Interface Electrode Coating (Biocompatible/Conductive),Identifies B2B coating for neural electrodes with biocompatible and conductive properties.
6ad7ddb4-c093-4225-9a48-df172bc2e4ba,Oil Absorption Materials,Absorbent Additive (Hydrophobic/Oleophilic),Converts to B2B additive for absorbents with hydrophobic and oleophilic functions.
8aa48510-0f85-4f96-964f-3c97bbc25ca9,Paintball/Airsoft Gear,Gear Composite (Impact Resistance),Focuses on B2B composite for gear providing impact resistance.
e8d82875-d535-4cbb-84a1-ae2f0610c2e3,Paper Shredders,Shredder Blade Coating (Wear Resistance),Specifies B2B coating for shredder blades enhancing wear resistance.
c703af47-476b-4393-903e-2809289ff639,Passenger Car Tires,Tire Tread Compound (Mechanical/ESD),Focuses on the B2B material (compound) and its dual functions (Mechanical + Anti-Static).
e16f0c47-38eb-4f38-974d-5bba9e026ab7,Pens/Pencils (Casings),Casing Composite (Grip/Durability),Identifies B2B composite for pen casings providing grip and durability.
9f410f92-67d1-452d-a291-dcf3db1dbd42,Perovskite Solar Cells,Solar Cell Additive (Efficiency/Stability),Shifts to B2B additive for perovskite cells enhancing efficiency and stability.
f0b2a88f-d746-4226-96c0-19de76753ad8,Personal Alert Systems (Casings),Alert Device Casing (Composite/Durable),Focuses on B2B composite for alert casings providing durability.
b951b91b-cebc-4d86-a930-2cd7aa957fd5,Pesticide Delivery Systems,Delivery Capsule Additive (Controlled Release),Specifies B2B additive for pesticide capsules controlling release.
bee05571-5eb6-4289-a14d-a3c3bf40c377,Pharmaceutical Packaging,Packaging Film (Barrier/Anti-Microbial),Identifies B2B film for pharmaceutical packaging with barrier and anti-microbial functions.
8d61f6a9-39ad-4871-9f58-94523956ec1d,Phase Change Materials (Enhanced),PCM Additive (Thermal Storage),Converts to B2B additive for phase change materials enhancing thermal storage.
2cd12a1d-ea30-45e1-885e-f2ff513982e2,Photocatalytic Coatings (Air/Water Purification),Coating Additive (Photocatalytic Activity),Focuses on B2B additive for coatings providing photocatalytic activity.
b4d6d8b1-822e-4fa6-bffa-5e1489d17140,Photodetectors,Detector Material (Sensitivity/Conductive),Specifies B2B material for photodetectors enhancing sensitivity and conductivity.
59d8a1d2-60a4-4450-893d-12c2fcf86963,Picture Frames (Composite),Frame Composite (Lightweight/Strength),Identifies B2B composite for frames providing lightweight and strength.
d4e7b739-1b16-4044-9e5f-c35d73d9318b,Piezoelectric Energy Harvesters (Enhanced),Harvester Additive (Efficiency),Shifts to B2B additive for piezoelectric harvesters enhancing efficiency.
3384819d-5b00-46b2-b90e-ed78e7997614,Pillows (Cooling),Pillow Foam Additive (Thermal Regulation),Focuses on B2B additive for pillow foams providing thermal regulation.
de064316-cc6c-4886-92a2-68b1c4d5d049,Pipeline Repair Wraps (Composite),Repair Wrap Composite (Strength/Sealing),Specifies B2B composite for pipeline wraps enhancing strength and sealing.
c864104b-f833-487b-98ca-5c881fec3a37,Plywood / Oriented Strand Board (OSB),Board Binder Additive (Strength/Moisture Resistance),Identifies B2B additive for board binders providing strength and moisture resistance.
1e04e08c-c558-47ab-9fb9-a978478dee66,Pocket Knives/Multi-tools,Tool Blade Coating (Corrosion Resistance),Converts to B2B coating for tool blades providing corrosion resistance.
8309b167-7409-4814-8cac-d154b128aad5,Power Cable Shielding,Cable Shielding Compound (EMI Protection),Focuses on B2B compound for power cable shielding providing EMI protection.
e21db223-9063-4f19-b39e-777841b53d2d,Power Cords/Charging Cables (Enhanced Durability),Cable Jacket Compound (Durability/Flexibility),Specifies B2B compound for cable jackets enhancing durability and flexibility.
4bef49e4-796c-4f83-a22d-959017cd587c,Power Transmission Belts (V-belts/Timing Belts),Belt Compound (Tensile Strength/Wear),Identifies B2B compound for transmission belts providing tensile strength and wear resistance.
f4399481-cb3f-4e61-a554-24b4b45ed7a2,Printed Circuit Board (PCB) Substrates,PCB Substrate Additive (Thermal/Conductive),Shifts to B2B additive for PCB substrates enhancing thermal and conductive properties.
40ecb009-dc93-4aa1-bbf9-34f3737d9e71,Professional Camera Bodies/Lenses,Camera Body Composite (Lightweight/Durable),Focuses on B2B composite for camera bodies providing lightweight and durability.
b3b3130a-68ff-40d8-9215-475c4ed891da,Projector Casings,Projector Enclosure Composite (Thermal),Specifies B2B composite for projector enclosures with thermal properties.
ec91ff58-1cfa-4110-b511-60ac2cce9d6a,Protective Coatings for Bridges/Structures,Structure Coating (Corrosion/Weather Resistance),Identifies B2B coating for structures providing corrosion and weather resistance.
d2c15609-e4a5-459e-a840-090cd5829aac,Pump Components (Impellers/Casings),Impeller Composite (Abrasion Resistance),Converts to B2B composite for pump impellers enhancing abrasion resistance.
1df69f08-da3d-4a24-b686-5634da0ebf59,Quantum Dots (Graphene-Based),Quantum Dot Additive (Stability/Efficiency),Focuses on B2B additive for quantum dots enhancing stability and efficiency.
4978a333-1a0c-41e0-9477-d4528419c3e4,Radiation Detectors,Detector Sensor Film (Sensitivity),Specifies B2B film for radiation detectors enhancing sensitivity.
b0ee3c6e-ae78-43b2-b54e-a03c0199c9c1,Radiation Shielding Materials (Flexible),Shielding Fabric (Radiation Absorption),Identifies B2B fabric for radiation shielding providing absorption.
564d5766-17b4-49a9-a956-69c93495e482,Railway Components (Composite Sleepers/Ties),Sleeper Composite (Durability/Weather Resistance),Shifts to B2B composite for railway sleepers with durability and weather resistance.
0df8833d-2e9d-49fa-b46c-2c88889ff85e,Raincoats/Umbrellas,Fabric Coating (Waterproof/Breathable),Focuses on B2B coating for fabrics providing waterproof and breathable properties.
334378d6-19a8-4a3c-95b0-4de90a3d6998,Refrigerator Water/Ice Dispenser,Dispenser Component Coating (Anti-Microbial),Specifies B2B coating for dispenser components with anti-microbial function.
744d901e-5ae3-40c8-9af6-a74a6150c0c9,Resistors (Conductive Element),Resistor Material Additive (Conductivity),Identifies B2B additive for resistor materials enhancing conductivity.
ebe17da5-6e2b-4d67-9894-11c2d9fc248b,Reusable Coffee Filters (Mesh),Filter Mesh Coating (Durability/Filtration),Converts to B2B coating for filter meshes enhancing durability and filtration.
49e412c4-5cff-4a68-aac9-99e720643b5c,RFID Tag (Security Label),Tag Antenna Ink (Conductive),Focuses on B2B ink for RFID antennas providing conductivity.
416e5a81-6e8b-42ae-b377-96ad460e1b85,Road Marking Paint,Paint Additive (Durability/Visibility),Specifies B2B additive for road paints enhancing durability and visibility.
e7f3021d-1f46-4834-bfa7-80583377628c,Robotic Vacuum Cleaner,Vacuum Chassis Composite (Lightweight/Durable),Identifies B2B composite for vacuum chassis with lightweight and durable properties.
20fa279f-d70f-4a01-be4a-ed0152efcb52,Running Shoes,Sole Compound (Cushioning/Grip),Shifts to B2B compound for shoe soles providing cushioning and grip.
1c638a07-09d4-4836-9c1e-1dfa2f88359d,Safety Glasses,Lens Coating (Impact/Scratch Resistance),Focuses on B2B coating for safety lenses enhancing impact and scratch resistance.
59c16cfe-7250-4141-8cd4-76bfa6bda35f,Satellite Components,Component Composite (Thermal/Radiation Resistance),Specifies B2B composite for satellite components with thermal and radiation resistance.
ea8af358-f7d8-4ea2-b0ce-1f7c277071a1,Scientific Instrument Components,Instrument Housing Composite (Precision/Thermal),Identifies B2B composite for instrument housings providing precision and thermal properties.
9fb4891b-cd6b-4efa-9bbc-820af42c69c0,Scissors (Household/Office),Blade Coating (Sharpness Retention),Converts to B2B coating for scissor blades retaining sharpness.
c8887626-eafb-46d3-9b10-d6f61a1728aa,Screwdriver Tips (Consumer Grade),Tip Coating (Wear Resistance),Focuses on B2B coating for screwdriver tips enhancing wear resistance.
90dbcf88-0739-44f2-b41c-50bf7bdf1ff8,Self-Healing Materials (Coatings/Composites),Coating Additive (Self-Healing),Specifies B2B additive for coatings enabling self-healing.
bcaba79b-2ee0-4dae-af92-61dc7b08a7b5,Shock Absorber Seals/Fluid,Seal Compound (Durability/Sealing),Identifies B2B compound for shock absorber seals providing durability and sealing.
9aa2bad0-da9c-4938-8419-258474ecbcd5,Shoe Insoles,Insole Foam Additive (Cushioning/Thermal),Shifts to B2B additive for insole foams enhancing cushioning and thermal properties.
c2f81102-d9cd-40bb-be0d-7cda0b284951,Shower Heads/Faucets,Fixture Coating (Anti-Microbial/Corrosion),Focuses on B2B coating for fixtures providing anti-microbial and corrosion resistance.
81890117-911e-478a-96a0-85e379045ff6,Skateboards (Decks),Deck Composite (Flexural Strength),Specifies B2B composite for skateboard decks enhancing flexural strength.
e48c15d8-eb8f-45f9-98a8-4c5d490cb0d7,Sleeping Bags,Lining Fabric Coating (Thermal Insulation),Identifies B2B coating for sleeping bag linings providing thermal insulation.
cb1c77d4-50b2-4b08-bf27-31daf90565b3,Smart Blinds / Window Openers,Actuator Component (Conductive/Efficient),Converts to B2B component for smart actuators with conductive and efficient properties.
852661d3-c5da-4725-b0db-2450bc925652,Smart Grids,Grid Conductor Additive (Conductivity/Efficiency),Focuses on B2B additive for grid conductors enhancing conductivity and efficiency.
c1b03033-ae0e-4188-91bc-3e14958616c5,Smart Home Hub,Hub Casing Composite (EMI Shielding/Thermal),Specifies B2B composite for home hub casings with EMI shielding and thermal functions.
c25f6e3e-2593-49a3-99ea-224e63a5dd42,Smart Thermostat / HVAC Zone Valve,Valve Actuator Component (Conductive/Thermal),Identifies B2B component for valve actuators with conductive and thermal properties.
2f75c9be-30cd-44ba-8852-ff47791b30c0,Smart Watch,Wearable Device Casing (Composite),Shifts from the B2C end-product to the B2B composite component we sell.
ae78cefb-fbf4-492f-8ef7-8b9b929125b7,Smart Windows (Electrochromic),Window Film (Electrochromic/Conductive),Converts to B2B film for smart windows with electrochromic and conductive functions.
b821d143-84d4-421f-8452-b525a69a49c0,Smartphone/Tablet,Device Casing Composite (Lightweight/Thermal),Focuses on B2B composite for device casings providing lightweight and thermal properties.
c320ad90-6f17-4799-ba19-bcfec87d0caf,Snowshoes,Frame Composite (Lightweight/Strength),Specifies B2B composite for snowshoe frames with lightweight and strength.
604da0da-0fbc-46d8-972c-e4b88162c272,Socks,Sock Fabric (Conductive/Thermal),Identifies B2B fabric for socks providing conductive and thermal properties.
d5067ee3-37db-479e-a346-163947d52611,Soil Moisture Sensors,Sensor Electrode Coating (Conductive/Sensitive),Shifts to B2B coating for sensor electrodes enhancing conductivity and sensitivity.
e87d8b00-9429-4f02-a72d-74f9e3adfeeb,Solar Panel Backsheets,Backsheet Film (Barrier/Durability),Focuses on B2B film for solar panel backsheets providing barrier and durability.
91b386db-6b51-4c2a-837e-30097fbff1d8,Solid-State Battery Components,Battery Electrolyte Additive (Conductivity),Specifies B2B additive for solid-state electrolytes enhancing conductivity.
754941f9-69aa-45bf-82c4-75ad487aef45,Sound Absorption Materials (Building),Absorption Panel Composite (Acoustic Dampening),Identifies B2B composite for absorption panels providing acoustic dampening.
5f1e45eb-e9cf-4ca7-be7e-2d0c329e8027,Spacecraft Thermal Management,Thermal Management Coating (Heat Dissipation),Converts to B2B coating for spacecraft thermal management enhancing heat dissipation.
4d922167-5e8d-4df2-9d98-f987b8c34fca,Speaker Cones/Diaphragms (Larger Audio),Diaphragm Composite (Stiffness/Lightweight),Focuses on B2B composite for speaker diaphragms providing stiffness and lightweight.
8158f9c2-2bd4-44c5-96c0-3f426aa96253,Specialized Sensor Housings,Sensor Housing Composite (Protective/Thermal),Specifies B2B composite for sensor housings with protective and thermal properties.
82baf3a3-8e7d-4f61-ade4-16035456b11a,Spintronic Devices,Device Material (Magnetic/Conductive),Identifies B2B material for spintronic devices with magnetic and conductive properties.
9671757a-e38d-4e97-8082-3b3a2fd17e6c,Sports Watch (GPS),Watch Casing Composite (Lightweight/Durable),Shifts to B2B composite for watch casings providing lightweight and durability.
2feb5860-46af-47b2-845f-7d2d58b7b3ba,Staplers/Hole Punchers,Mechanism Composite (Durability),Focuses on B2B composite for mechanisms providing durability.
b5626cca-3043-4c7d-bd8c-92b7d7a0df83,Stealth Coatings,Coating Additive (Radar Absorption),Specifies B2B additive for stealth coatings providing radar absorption.
0747d5bb-db2e-4298-98b8-f38892b388b4,Steam Mop / Steam Cleaner,Cleaner Housing Composite (Thermal Resistance),Identifies B2B composite for cleaner housings with thermal resistance.
a417a206-261a-48cc-a601-db3c831f9c6f,Sulfur or Silicon Anode Batteries,Anode Additive (Capacity/Stability),Converts to B2B additive for anodes enhancing capacity and stability.
11ff0b02-6ab4-49b3-be88-82c0e0a1179a,Sunroof/Window Seals,Seal Compound (Weather Resistance),Focuses on B2B compound for seals providing weather resistance.
8365f274-4620-41f3-9ee9-b5ed198492bd,Supercapacitor Power Bank,Supercapacitor Electrode Additive (Energy Density),Specifies B2B additive for supercapacitor electrodes enhancing energy density.
9ad8ca7a-f069-4473-9147-46d40ec74341,Surfboards/Wakeboards,Board Core Composite (Flexural Strength),Identifies B2B composite for board cores providing flexural strength.
94e109ed-359e-4cae-a543-f46297d7f548,Surgical Tools (Coating),Tool Coating (Anti-Microbial/Wear),Shifts to B2B coating for surgical tools with anti-microbial and wear resistance.
f59bc8b9-cf5c-4f8a-8494-24e4207493ad,Swimwear,Swim Fabric (Hydrophobic/Durable),Focuses on B2B fabric for swimwear providing hydrophobic and durable properties.
4f90c7df-8ad1-4552-b09e-df612d2b1f30,Tape Measures,Tape Blade Coating (Wear Resistance),Specifies B2B coating for tape blades enhancing wear resistance.
76dd9973-2b6a-4696-b37c-e85ecdf27eeb,Tennis Racket,Racket Frame Composite (Stiffness/Strength),Identifies B2B composite for racket frames providing stiffness and strength.
aacede52-68f7-41a0-ac5d-faf9f18d8fd7,Tents/Tarps,Tent Fabric Coating (Waterproof/Tear Resistance),Converts to B2B coating for tent fabrics providing waterproof and tear resistance.
33738d30-7d8c-4bd6-8c6e-ef4ffda253dd,Terahertz Detectors/Emitters,Device Material (Sensitivity/Conductive),Focuses on B2B material for terahertz devices enhancing sensitivity and conductivity.
211f3745-7d02-435b-ae00-07fcbeba67f2,Thermal Base Layers,Base Layer Fabric (Thermal Regulation),Specifies B2B fabric for base layers providing thermal regulation.
bc210e1c-7989-4bfd-8ac5-fdebd7df940a,Thermal Camouflage Materials,Camouflage Fabric (Thermal Insulation),Identifies B2B fabric for thermal camouflage providing insulation.
aca798bf-d3b3-443c-91c6-3ae15d247931,Thermal Interface Pads (beyond paste),Interface Pad Composite (Thermal Conduction),Shifts to B2B composite for thermal pads providing conduction.
6aaa4b96-9059-407f-8f40-7a05bea3cba8,Thermally Conductive Tooling & Molds,Mold Coating (Thermal Conduction),Focuses on B2B coating for molds enhancing thermal conduction.
8d653759-379c-4aed-ad7f-cd15a6e62431,Thermoelectric Generator Components,Generator Material Additive (Efficiency),Specifies B2B additive for thermoelectric components enhancing efficiency.
48f66285-cf50-4794-b40e-ef45f80fe92f,Tissue Engineering Scaffolds,Scaffold Composite (Biocompatible/Porous),Identifies B2B composite for tissue scaffolds with biocompatible and porous properties.
ab5ad4fd-2e76-4973-97d5-db4d0cdc6508,Tool Boxes (Plastic),Box Composite (Impact Resistance),Converts to B2B composite for tool boxes providing impact resistance.
ca18c3f1-617a-42c8-b4be-91970647ef80,Transformer Oil,Oil Additive (Thermal/Insulating),Focuses on B2B additive for transformer oils enhancing thermal and insulating properties.
8cc01610-841e-4445-8ca2-201941745fc8,Transparent Antennas,Antenna Film (Transparent/Conductive),Specifies B2B film for transparent antennas providing conductivity.
2e726493-2666-4e1d-bf2b-d449e42ed0c0,Transparent Conductive Films,Conductive Film (Transparent/Flexible),Identifies B2B film providing transparent and flexible conductivity.
d9e81cc8-e6da-441f-a8b6-e43a05fdf771,Tunnel Lining Sealants,Sealant Additive (Adhesion/Waterproof),Shifts to B2B additive for sealants enhancing adhesion and waterproofing.
b811044b-70b8-4401-90ed-9d1452a5513e,TV Remote Control,Remote Casing Composite (Durability/ESD),Focuses on B2B composite for remote casings with durability and ESD properties.
4f62e4fd-8cc6-4c4f-92b5-7acf7127a8d8,Underwear,Fabric (Anti-Microbial/Thermal),Specifies B2B fabric for underwear providing anti-microbial and thermal properties.
59b77640-a970-4a77-aa43-8b254d914ecc,Upholstery Fabric,Upholstery Fabric Coating (Stain Resistance/Durability),Identifies B2B coating for upholstery fabrics enhancing stain resistance and durability.
6c5183fb-6532-467a-ae97-76393d71bf06,Valves (Seats/Seals),Valve Seal Compound (Sealing/Wear),Converts to B2B compound for valve seals providing sealing and wear resistance.
89597d49-4549-419d-8d8f-cfc90dfce005,Vehicle Sensors (Integrated),Sensor Housing Composite (Protective/Conductive),Focuses on B2B composite for vehicle sensor housings with protective and conductive properties.
680e2e70-3284-44c5-a680-18fb51615632,VR/AR Headset,Headset Frame Composite (Lightweight/Comfort),Specifies B2B composite for headset frames providing lightweight and comfort.
3d9f0197-406e-422a-b36c-514cdc26aa2f,Washing Machine,Appliance Drum Coating (Anti-Microbial/Wear),Focuses on the specific part (drum) and function (coating) we sell to the appliance OEM.
36667e88-60ef-49d4-8164-82e8ac9d2127,Watch Bands (Rubber/Silicone),Band Compound (Flexible/Durable),Identifies B2B compound for watch bands providing flexibility and durability.
79822a89-cf9e-4fa6-bf89-37127a27e192,Water Bottles (Insulated),Bottle Liner Coating (Thermal Insulation),Shifts to B2B coating for bottle liners providing thermal insulation.
398c5669-5b06-44f0-8bfe-3ee92f766c63,"Water Piping (PEX, PVC)",Pipe Compound (Strength/Barrier),Focuses on B2B compound for water pipes enhancing strength and barrier.
03bba2c6-4ae1-4f42-a4aa-fe5eea764678,Water Storage Tanks (Liners/Coatings),Tank Liner Coating (Corrosion Resistance),Specifies B2B coating for tank liners providing corrosion resistance.
348da614-5254-4340-8add-4c448ef1967f,Wave Energy Converter Components,Converter Composite (Durability/Corrosion),Identifies B2B composite for converter components with durability and corrosion resistance.
79235672-7546-466e-9d14-d1f55b47d281,Wearable Smart E-Textile,E-Textile Fabric (Conductive/Sensing),Converts to B2B fabric for e-textiles providing conductive and sensing functions.
b7dd9ef1-a4ed-4b5f-aece-5b9fdbf5c138,Wearable Health Monitors (Skin Patches),Patch Sensor Film (Biosensing/Flexible),Focuses on B2B film for health patches with biosensing and flexible properties.
bc9c5a75-a57e-4299-a86c-ca077d9a05a3,Wearable Supercapacitors,Supercapacitor Electrode Fabric (Flexible/Energy Storage),Specifies B2B fabric for wearable supercapacitor electrodes with flexible energy storage.
6d1ff080-56bc-4b45-b68a-d3651dacdb5a,Welding Electrodes,Electrode Coating (Conductivity/Durability),Identifies B2B coating for welding electrodes enhancing conductivity and durability.
02b0dbd6-0216-4a96-89c2-9977b4a5cf8d,Wetsuit,Suit Fabric (Thermal Insulation/Flexible),Shifts to B2B fabric for wetsuits providing thermal insulation and flexibility.
df2a66ec-ae8c-4a03-bd7e-d3eab0b1531f,Whiteboard/Dry Erase Board,Board Surface Coating (Erasable/Durable),Focuses on B2B coating for board surfaces providing erasable and durable properties.
79e83ba8-9d79-45b5-85a3-172ebb781023,Wind Turbine Blade Coatings,Blade Coating (Erosion Resistance),Specifies B2B coating for turbine blades enhancing erosion resistance.
34bf5ea1-2034-4696-875e-2591c795ab6a,Wire & Cable Insulation/Jacketing,Insulation Compound (Dielectric Strength),Identifies B2B compound for wire insulation providing dielectric strength.
36f2e58a-0b50-4006-a915-3c5d71b87230,Wireless Earbuds,Earbud Casing Composite (Lightweight/Acoustic),Converts to B2B composite for earbud casings with lightweight and acoustic properties.
768d785b-ce5a-4db4-82e0-c16c24fa068a,Wiring Harness Tapes/Sleeves,Sleeve Fabric (Abrasion Resistance),Focuses on B2B fabric for wiring sleeves providing abrasion resistance.
9de5f545-dd8f-4b1a-89d9-a5acf611f16e,Work Gloves,Glove Fabric Coating (Grip/Abrasion),Specifies B2B coating for glove fabrics enhancing grip and abrasion resistance.
34bc6dda-8b2c-48d1-a18e-bf4869721038,Wrenches/Pliers (Consumer Grade),Tool Handle Composite (Grip/Strength),Identifies B2B composite for tool handles providing grip and strength.
6749a5d1-9850-4cdf-92cb-c3e2f1331322,X-Ray Shielding (Apron/Flexible Material),Shielding Fabric (Radiation Absorption),Shifts to B2B fabric for x-ray shielding providing radiation absorption.
dfc952a8-08e8-4846-943d-4c5e003cc587,Yoga Mat,Mat Foam Compound (Cushioning/Grip),Focuses on B2B compound for yoga mats providing cushioning and grip.
